31882,"Urzędnik państwowy",1980-01-15,8954.13,1980-02-04,3007}
31883,"Pełnomocnik ds. Jakości",2003-02-03,6288.55,2003-02-21,4796}
31884,"Pracownik biurowy",2009-05-22,9226.14,2009-07-24,4061}
31885,"Dziennikarz",2004-06-28,4331.83,2004-07-13,4306}
31886,"Telemarketer",1996-02-22,11108.2,1996-05-06,4851}
31887,"Prawnik",2017-08-20,5627.68,2017-12-12,1636}
31888,"Inżynier ds. Wdrażania Produkcji",1973-02-08,11129.33,1973-04-11,4133}
31889,"Inżynier Środowiska",1993-05-03,10266.3,1993-05-22,1381}
31890,"Administrator",1978-11-02,1538.54,1978-12-18,1871}
31891,"Dyrektor ds. Finansowych",1970-04-08,8030.33,1970-06-22,2948}
31892,"Asystentka zarządu",2002-04-13,4755.49,2002-07-30,2612}
31893,"Pracownik socjalny",2001-06-04,8947.85,2001-07-28,2237}
31894,"Projektant konstrukcji budowlanych",1984-02-15,5873.33,1984-04-30,2680}
31895,"Laborant",1994-11-08,7189.13,1995-03-03,831}
31896,"Dyrektor ds. Rozwoju",1998-11-09,1631.04,1998-12-08,938}
31897,"Analityk rynku",1976-04-25,5257.39,1976-07-12,1787}
31898,"Adwokat",1977-09-12,1917.37,1977-12-21,1048}
31899,"Agenta nieruchomości",1974-10-12,6869.43,1974-10-19,832}
31900,"Architekt wnętrz / krajobrazu",1983-12-09,8631.13,1984-01-09,1302}
31901,"Laborant",1995-04-18,10030.8,1995-04-29,3961}
31902,"Specjalista ds. marketingu",1982-01-27,7236.14,1982-02-05,2551}
31903,"Specjalista ds. BHP",2006-05-19,2383.06,2006-06-01,3162}
31904,"Webmaster",1974-09-17,8304.95,1974-10-10,2825}
31905,"Projektant wzornictwa",1985-09-16,5321.79,1986-01-10,4664}
31906,"Agenta nieruchomości",1997-07-19,10051.38,1997-10-24,1248}
31907,"Dziennikarz",2001-04-15,8572.62,2001-05-30,2450}
31908,"Programista PLC",1992-01-10,9088.63,1992-04-23,2624}
31909,"Pedagog",2014-02-28,9436.44,2014-06-06,2500}
31910,"Doradca zawodowy",2007-07-16,4669.57,2007-09-03,4470}
31911,"Grafik",1980-07-28,10855.15,1980-08-21,3512}
31912,"Agenta nieruchomości",2014-01-27,3668.94,2014-01-29,1909}
31913,"Notariusz",1998-03-19,7018.44,1998-07-10,3429}
31914,"Specjalista ds. zakupów",2011-09-18,6085.15,2011-10-03,912}
31915,"Inżynier ds. Wdrażania Produkcji",1999-08-20,5709.47,1999-09-22,380}
31916,"Analityk rynku",2002-07-12,4649.64,2002-08-25,2767}
31917,"Przedstawiciel medyczny",2003-07-08,7122.4,2003-09-08,3954}
31918,"Tester aplikacji",1971-09-15,9222.05,1971-10-13,273}
31919,"Dyrektor ds. Personalnych",2011-02-11,2155.68,2011-04-08,2039}
31920,"Inżynier Budowy",1987-01-19,9907.81,1987-04-08,110}
31921,"Specjalista ds. funduszy unijnych",1972-11-02,7277.9,1973-02-09,2506}
31922,"Kierownik Magazynu",2010-10-08,4738.19,2011-01-01,2148}
31923,"Specjalista ds. BHP",2003-02-15,3708.07,2003-05-04,3165}
31924,"Koordynator sprzedaży",2009-01-11,5330.91,2009-03-09,4138}
31925,"Koordynator sprzedaży",1980-11-13,5964.8,1981-02-08,2533}
31926,"Adwokat",2012-07-02,2448.79,2012-08-17,4681}
31927,"Technolog",1982-02-28,1645.41,1982-03-27,2498}
31928,"Administrator",2010-08-16,4896.96,2010-08-19,3792}
31929,"Programista",1970-02-04,6256.75,1970-02-23,2626}
31930,"Asystentka zarządu",2004-11-18,9208.27,2004-12-23,3124}
31931,"Administrator danych osobowych",2015-10-13,2069.08,2016-01-04,3666}
31932,"Administrator danych osobowych",1992-01-17,3781.51,1992-01-25,800}
31933,"Inżynier Budowy",1987-04-24,7457.47,1987-08-13,3482}
31934,"Trener",2010-03-20,9241.15,2010-05-01,4646}
31935,"Pracownik biurowy",2009-09-19,5088.9,2009-10-28,3319}
31936,"Specjalista ds. ochrony środowiska",2008-02-26,2400.08,2008-05-26,1126}
31937,"Specjalista ds. windykacji",1986-01-16,3244.78,1986-04-08,4477}
31938,"Administrator",1971-06-16,9072.86,1971-09-29,682}
31939,"Lektor",2010-09-04,6872.62,2010-12-01,1389}
31940,"Dyrektor ds. Rozwoju",2012-07-18,10541.72,2012-07-27,2229}
31941,"Kierownik Magazynu",1998-06-20,5023.94,1998-07-05,4277}
31942,"Dyrektor ds. Personalnych",1979-05-07,5006.86,1979-07-10,1097}
31943,"Dyrektor ds. Personalnych",1994-11-11,3771.91,1995-01-13,748}
31944,"Konsultant ds. Wdrożeń",2005-02-28,2106.38,2005-03-27,2152}
31945,"Przedstawiciel handlowy",2003-06-13,4722.6,2003-07-02,1961}
31946,"Rzeczoznawca",1990-08-08,4406.88,1990-11-08,3205}
31947,"Telemarketer",2008-10-04,2369.95,2009-01-25,4321}
31948,"Specjalista ds. marketingu",2008-07-14,9208.49,2008-10-13,3753}
31949,"Laborant",2014-10-12,5532.31,2014-11-02,4058}
31950,"Adwokat",1997-09-12,5917.01,1997-12-18,994}
31951,"Lektor",2009-08-23,5450.57,2009-11-25,3944}
31952,"Specjalista ds. PR",1993-07-22,8017.68,1993-08-22,4677}
31953,"Technolog",1972-03-02,3952.7,1972-03-08,973}
31954,"Dyrektor ds. Finansowych",2012-12-17,11398.7,2013-02-05,2435}
31955,"Dyrektor ds.Administracyjnych",1990-03-22,9400.76,1990-04-15,3832}
31956,"Administrator",2011-04-05,3044.07,2011-04-07,969}
31957,"Dyrektor ds. Logistyki",1996-10-24,8104.88,1997-01-03,2211}
31958,"Notariusz",1984-09-28,4307.67,1984-10-04,3325}
31959,"Specjalista ds. funduszy unijnych",1977-10-08,2437.09,1977-10-09,1108}
31960,"Pracownik biurowy",1998-09-23,8000.48,1998-11-12,3809}
31961,"Specjalista ds. funduszy unijnych",1980-06-15,3593.18,1980-08-12,3026}
31962,"Inżynier Środowiska",1974-07-09,9424.11,1974-07-18,2049}
31963,"Dyrektor ds. Rozwoju",1995-04-20,1660.67,1995-05-11,1757}
31964,"Prawnik",2010-03-08,7111.05,2010-04-09,2729}
31965,"Pedagog",2013-01-13,4180.82,2013-01-28,3722}
31966,"Doradca techniczno-handlowy",1976-12-07,8494.93,1977-01-13,1235}
31967,"Dyrektor ds. Finansowych",1973-07-27,8318.49,1973-08-11,675}
31968,"Inżynier ds. Wdrażania Produkcji",1986-06-02,6419.54,1986-08-07,1582}
31969,"Specjalista ds. windykacji",1996-04-23,1895.5,1996-07-20,754}
31970,"Pełnomocnik ds. Jakości",1993-06-25,10974.55,1993-07-31,1363}
31971,"Inżynier ds. Wdrażania Produkcji",2010-01-11,9355.63,2010-04-02,203}
31972,"Dziennikarz",1997-01-20,10459.24,1997-05-17,3992}
31973,"Programista",2011-10-22,2368.07,2012-01-18,934}
31974,"Dyrektor ds.Administracyjnych",1991-12-03,10227.08,1992-01-01,2869}
31975,"Przedstawiciel medyczny",1972-11-04,9950.23,1972-12-09,1171}
31976,"Specjalista ds. turystyki",1972-09-11,4223.64,1973-01-05,1280}
31977,"Farmaceuta",1997-09-01,5179.41,1997-09-06,2971}
31978,"Projektant konstrukcji budowlanych",1976-07-03,5170.16,1976-10-06,4436}
31979,"Lektor",2010-11-05,10834.6,2010-12-19,4216}
31980,"Dyrektor ds. Logistyki",1991-10-28,9988.71,1991-11-20,1674}
31981,"Inżynier Budowy",2001-04-04,9128.73,2001-06-21,2458}
31982,"Projektant wzornictwa",1989-06-04,5805.84,1989-09-05,1856}
31983,"Dyrektor ds. Sprzedaży",1975-09-24,4561.45,1976-01-21,1051}
31984,"Specjalista ds. marketingu",2004-10-25,4508.47,2004-10-27,116}
31985,"Administrator",2005-12-24,9494.98,2006-02-01,879}
31986,"Rzeczoznawca",1980-08-02,1611.24,1980-11-21,2974}
31987,"Agent celny",1989-11-03,5873.33,1990-02-20,813}
31988,"Analityk rynku",1974-08-06,10714.75,1974-09-19,4442}
31989,"Koordynator robót budowlanych",2001-01-19,10524.36,2001-02-21,670}
31990,"Specjalista ds. PR",1979-06-04,7749.77,1979-08-16,3506}
31991,"Handlowiec",1990-09-25,10542.86,1990-10-28,1179}
31992,"Prawnik",2007-01-21,11273.08,2007-03-26,3862}
31993,"Administrator",1987-07-11,5558.31,1987-09-11,814}
31994,"Projektant IT",1982-03-15,8444.19,1982-03-26,3553}
31995,"Specjalista ds. obsługi klienta",2007-12-13,8409.76,2008-04-05,1984}
31996,"Agent celny",1973-10-10,3717.3,1973-11-06,2961}
31997,"Farmaceuta",2003-07-03,7196.49,2003-07-04,4930}
31998,"Prawnik",2001-12-19,7670.4,2002-01-01,4024}
31999,"Handlowiec",2007-06-22,9956.76,2007-09-27,4769}
32000,"Inżynier Budowy",1982-07-28,5330.95,1982-08-23,2261}
32001,"Lekarz",1982-07-06,8088.48,1982-08-02,443}
32002,"Projektant konstrukcji budowlanych",1995-01-07,4687.92,1995-02-22,1659}
32003,"Kosztorysant",1979-07-14,9930.9,1979-09-10,569}
32004,"Dyrektor ds. Marketingu",2002-11-03,2019.39,2003-01-22,2084}
32005,"Administrator danych osobowych",1985-01-01,3216.46,1985-03-07,650}
32006,"Dyrektor ds. Finansowych",1990-02-03,8422.01,1990-05-27,2280}
32007,"Asystentka zarządu",2007-12-16,4697.73,2008-01-08,4514}
32008,"Dyrektor ds. Personalnych",2004-02-11,9901.02,2004-02-28,3475}
32009,"Programista",1994-03-19,9466.43,1994-04-07,4475}
32010,"Inżynier Budowy",1997-04-02,9160.56,1997-05-31,949}
32011,"Inżynier Środowiska",1987-09-10,6678.57,1987-10-21,2460}
32012,"Doradca techniczno-handlowy",1996-11-16,4181.95,1997-02-01,4111}
32013,"Projektant wzornictwa",1975-05-27,3212.56,1975-08-06,1235}
32014,"Księgowa",2008-12-15,8769.13,2009-04-02,2617}
32015,"Pracownik biurowy",2000-09-16,5610.03,2000-10-10,2502}
32016,"Tłumacz",2000-02-25,6911.68,2000-05-27,2977}
32017,"Specjalista ds. reklamacji",1988-04-19,1759.9,1988-07-19,3046}
32018,"Automatyk",1990-03-09,2700.88,1990-06-05,4347}
32019,"Dyrektor ds. Sprzedaży",1997-05-16,2206.85,1997-08-14,2604}
32020,"Kosztorysant",1974-11-07,1602.44,1974-12-19,4581}
32021,"Trener",2002-11-13,8515.22,2003-02-25,938}
32022,"Pedagog",1974-10-27,9063.36,1975-01-17,3262}
32023,"Specjalista ds. inwestycji",1986-07-07,3565.4,1986-07-16,465}
32024,"Handlowiec",1998-09-02,4054.25,1998-10-11,4002}
32025,"Specjalista ds. funduszy unijnych",1986-01-27,7103.0,1986-02-15,1806}
32026,"Specjalista ds. dostaw",2007-09-22,8894.73,2007-11-22,873}
32027,"Urzędnik państwowy",1985-01-16,11398.72,1985-01-21,3513}
32028,"Projektant wzornictwa",1987-02-22,9857.52,1987-05-27,1888}
32029,"Programista",1988-09-27,7187.8,1988-10-20,2233}
32030,"Adwokat",1971-07-17,5140.95,1971-08-24,1019}
32031,"Pracownik socjalny",2010-06-20,2282.23,2010-07-06,3697}
32032,"Konstruktor",1978-08-28,6078.27,1978-12-10,2094}
32033,"Farmaceuta",1972-07-28,3976.48,1972-11-07,4484}
32034,"Technolog",2004-01-02,4187.66,2004-01-20,477}
32035,"Inżynier ds. Wdrażania Produkcji",1981-01-03,8908.95,1981-04-18,639}
32036,"Kurator sądowy",2010-05-13,10157.17,2010-08-21,2307}
32037,"Architekt wnętrz / krajobrazu",1978-07-12,10546.22,1978-11-07,1036}
32038,"Grafik",2005-05-03,2065.54,2005-07-07,4438}
32039,"Programista",1983-09-11,11047.49,1983-12-01,2516}
32040,"Automatyk",1971-11-04,9924.37,1972-01-12,439}
32041,"Programista baz danych",1990-12-24,8653.53,1991-01-17,3725}
32042,"Fakturzystka",1984-09-13,10782.83,1984-09-18,1747}
32043,"Notariusz",1998-10-11,10616.23,1998-12-23,817}
32044,"Inżynier utrzymania ruchu",1971-08-04,10719.37,1971-10-31,2923}
32045,"Dyrektor ds. Logistyki",1998-08-11,11029.7,1998-08-21,2795}
32046,"Asystentka zarządu",2000-10-03,6898.7,2000-11-06,4982}
32047,"Pełnomocnik ds. Jakości",2016-12-13,7717.7,2017-03-08,386}
32048,"Dyrektor ds. Sprzedaży",2010-10-21,4310.79,2011-01-25,3830}
32049,"Programista",1979-02-12,4218.61,1979-05-16,1756}
32050,"Analityk rynku",1973-11-23,2452.86,1974-03-17,1861}
32051,"Spedytor",1978-11-08,11040.17,1979-02-06,3130}
32052,"Doradca techniczno-handlowy",1990-03-16,4367.58,1990-06-28,1740}
32053,"Agenta nieruchomości",1983-02-01,3461.58,1983-05-10,2496}
32054,"Kurator sądowy",2015-06-16,8938.66,2015-09-17,3041}
32055,"Adwokat",2008-06-17,10230.59,2008-09-24,819}
32056,"Lektor",2002-08-14,7661.71,2002-10-21,522}
32057,"Automatyk",1988-12-20,8506.07,1989-01-28,2540}
32058,"Webmaster",1996-11-23,5920.32,1997-03-01,674}
32059,"Notariusz",1984-05-06,9210.07,1984-06-17,362}
32060,"Pedagog",1985-07-22,6293.26,1985-08-03,4495}
32061,"Specjalista ds. turystyki",1978-08-09,2457.27,1978-08-16,2998}
32062,"Kurator sądowy",1994-08-16,2849.28,1994-09-14,2712}
32063,"Inżynier utrzymania ruchu",1994-04-07,7323.18,1994-07-22,1247}
32064,"Tester aplikacji",2000-02-23,10310.11,2000-05-12,705}
32065,"Specjalista ds. BHP",2008-06-18,6127.62,2008-08-03,4765}
32066,"Geodeta",1984-05-15,7664.76,1984-05-29,4047}
32067,"Dziennikarz",1993-01-17,10301.41,1993-01-26,4323}
32068,"Adwokat",1985-11-28,7367.26,1986-01-22,4735}
32069,"Projektant wzornictwa",2005-02-05,11171.84,2005-02-09,2005}
32070,"Administrator danych osobowych",2015-05-01,7612.35,2015-05-03,2159}
32071,"Dyrektor ds. Rozwoju",1974-06-28,8255.97,1974-08-26,1582}
32072,"Doradca finansowy",1995-11-15,4474.16,1995-11-29,2976}
32073,"Programista PLC",1979-12-20,10099.87,1980-04-18,2217}
32074,"Tester aplikacji",1998-05-04,7309.57,1998-07-08,1519}
32075,"Dietetyk",1991-02-20,3475.85,1991-05-29,4190}
32076,"Copywriter",1991-08-02,5481.9,1991-08-07,992}
32077,"Specjalista ds. badań i rozwoju",2015-05-15,3794.66,2015-09-09,4280}
32078,"Trener",2011-09-17,7956.09,2011-11-08,1098}
32079,"Dietetyk",1972-11-08,4709.88,1972-12-20,2054}
32080,"Notariusz",2012-06-09,4392.16,2012-07-15,542}
32081,"Dyrektor ds. Marketingu",2008-07-13,9229.96,2008-10-27,4699}
32082,"Przedstawiciel medyczny",1974-09-05,6022.66,1974-11-17,3426}
32083,"Inżynier Budowy",2008-03-23,7394.2,2008-05-11,1586}
32084,"Dyrektor ds. Sprzedaży",2003-09-05,7581.65,2003-12-21,1028}
32085,"Tłumacz",1986-10-04,10326.42,1986-12-25,2721}
32086,"Dziennikarz",1984-06-12,1589.05,1984-09-14,4833}
32087,"Pedagog",1988-12-28,5620.79,1989-04-07,4799}
32088,"Specjalista ds. BHP",1982-10-14,5044.53,1982-10-18,1269}
32089,"Telemarketer",2007-04-13,9488.92,2007-06-19,1989}
32090,"Projektant konstrukcji budowlanych",2010-11-07,3592.93,2010-11-30,4533}
32091,"Dyrektor ds. Finansowych",1988-10-14,8775.11,1988-12-30,1283}
32092,"Specjalista ds. windykacji",2011-05-12,10030.56,2011-06-15,3345}
32093,"Kierownik punktu sprzedaży",1970-03-13,8760.23,1970-04-18,3691}
32094,"Telemarketer",2016-07-13,6164.61,2016-09-11,4837}
32095,"Notariusz",2004-10-01,6338.61,2004-12-13,3865}
32096,"Office Manager",1998-04-08,4926.91,1998-06-29,596}
32097,"Projektant IT",1992-02-07,4747.13,1992-06-05,1858}
32098,"Agenta nieruchomości",2012-09-16,3309.58,2012-10-13,2318}
32099,"Przedstawiciel handlowy",2011-09-20,6868.72,2011-12-15,3202}
32100,"Product Manager",1972-01-17,7076.18,1972-04-03,1040}
32101,"Specjalista ds. zakupów",1980-03-14,10847.37,1980-04-20,3217}
32102,"Inżynier utrzymania ruchu",1984-07-14,1749.43,1984-08-21,1161}
32103,"Specjalista ds. BHP",1978-04-12,10105.68,1978-04-30,4548}
32104,"Specjalista ds. windykacji",1994-03-03,10896.25,1994-03-10,3225}
32105,"Specjalista ds. ochrony środowiska",1974-07-18,9248.47,1974-10-22,3152}
32106,"Handlowiec",1987-08-19,8095.95,1987-09-22,804}
32107,"Specjalista ds. ochrony środowiska",2009-11-21,8130.51,2010-03-04,750}
32108,"Technolog",1972-11-27,10052.2,1972-12-28,1808}
32109,"Prawnik",1977-09-06,6272.04,1977-12-14,3764}
32110,"Specjalista ds. planowania produkcji",1989-08-24,11129.43,1989-09-29,395}
32111,"Lektor",2007-09-28,6745.39,2007-10-16,3561}
32112,"Kierownik Magazynu",2004-07-26,4442.13,2004-09-30,3565}
32113,"Specjalista ds. funduszy unijnych",1975-01-13,2747.66,1975-03-23,3893}
32114,"Konstruktor",1973-06-25,4929.29,1973-09-22,864}
32115,"Grafik",1987-06-01,9478.34,1987-08-16,1347}
32116,"Konstruktor",2008-02-09,3424.45,2008-03-02,3752}
32117,"Inżynier utrzymania ruchu",1976-08-19,3105.71,1976-09-16,4782}
32118,"Dyrektor ds. Personalnych",2008-06-07,9595.94,2008-09-20,754}
32119,"Kierownik Magazynu",1972-01-20,3975.47,1972-03-16,1953}
32120,"Office Manager",1998-12-05,8461.87,1999-03-04,4640}
32121,"Technolog",1991-01-23,10445.6,1991-03-10,693}
32122,"Księgowa",1997-04-04,2577.78,1997-06-15,3446}
32123,"Kierownik Magazynu",2008-05-15,4758.95,2008-05-26,1959}
32124,"Office Manager",1979-03-25,2200.9,1979-06-16,1457}
32125,"Przedstawiciel medyczny",1992-07-15,3697.74,1992-08-17,1217}
32126,"Dziennikarz",1988-01-04,2492.66,1988-02-14,1837}
32127,"Pedagog",1988-07-27,8622.08,1988-10-09,3428}
32128,"Projektant konstrukcji budowlanych",2014-03-11,6299.18,2014-06-05,2417}
32129,"Pełnomocnik ds. Jakości",2015-02-12,7260.73,2015-05-23,695}
32130,"Dyrektor ds. Rozwoju",1989-09-18,6179.68,1989-11-21,4655}
32131,"Specjalista ds. ochrony środowiska",2018-01-16,2623.16,2018-03-26,1349}
32132,"Ekonomista",2011-06-28,3637.18,2011-10-26,1348}
32133,"Pracownik socjalny",1996-05-16,8953.74,1996-07-25,1109}
32134,"Inżynier utrzymania ruchu",1972-03-25,3353.88,1972-04-21,3538}
32135,"Telemarketer",2007-02-26,2978.18,2007-04-25,1606}
32136,"Kurator sądowy",2011-05-24,5298.76,2011-09-16,2770}
32137,"Inżynier utrzymania ruchu",1988-09-02,3028.39,1988-12-19,452}
32138,"Agenta nieruchomości",2011-10-22,10851.67,2011-12-30,1525}
32139,"Tłumacz",2001-03-14,8092.66,2001-06-14,3117}
32140,"Konstruktor",1975-08-26,4697.12,1975-08-28,1303}
32141,"Pełnomocnik ds. Jakości",2006-12-09,10824.52,2007-01-17,4111}
32142,"Dyrektor ds. Sprzedaży",2008-12-25,5122.99,2009-01-10,4618}
32143,"Agent celny",1989-10-22,9031.4,1989-12-20,2323}
32144,"Agenta nieruchomości",1996-08-26,6979.09,1996-12-16,2865}
32145,"Telemarketer",1985-05-01,9189.44,1985-05-28,2253}
32146,"Specjalista ds. turystyki",2014-09-08,3260.7,2014-12-02,3816}
32147,"Notariusz",1991-07-23,2098.48,1991-11-01,2788}
32148,"Specjalista ds. windykacji",2002-04-22,10603.15,2002-05-22,2398}
32149,"Dziennikarz",2013-08-04,2466.78,2013-10-11,2172}
32150,"Specjalista ds. turystyki",2000-05-08,8624.89,2000-06-27,476}
32151,"Konsultant ds. Wdrożeń",1984-03-28,8043.57,1984-03-31,2292}
32152,"Doradca techniczno-handlowy",2015-01-27,3844.58,2015-03-16,1292}
32153,"Dyrektor ds. Logistyki",1981-07-13,5590.31,1981-10-18,3262}
32154,"Prezenter",1984-07-16,7782.69,1984-08-25,1373}
32155,"Specjalista ds. obsługi klienta",2008-10-15,9774.16,2008-11-23,483}
32156,"Konsultant ds. Wdrożeń",2000-03-12,4991.76,2000-04-25,349}
32157,"Dyrektor ds. Marketingu",1975-03-23,2829.3,1975-05-30,1451}
32158,"Doradca techniczno-handlowy",1999-06-20,7364.61,1999-06-27,3122}
32159,"Recepcjonistka",2004-12-12,11229.06,2005-01-06,1794}
32160,"Grafik",1998-05-16,6160.01,1998-06-09,4534}
32161,"Lektor",2009-09-15,7206.16,2009-11-03,4753}
32162,"Księgowa",2005-02-10,10696.47,2005-04-30,1797}
32163,"Inżynier Środowiska",1990-11-18,7331.27,1991-02-15,2239}
32164,"Kierownik punktu sprzedaży",1990-12-09,8655.32,1991-01-01,3897}
32165,"Specjalista ds. windykacji",2001-02-15,6334.26,2001-05-25,4776}
32166,"Dyrektor ds. Rozwoju",1992-09-15,3084.52,1992-11-22,3260}
32167,"Telemarketer",1992-04-07,9222.38,1992-06-24,2105}
32168,"Pilot wycieczek",2009-09-22,2776.7,2009-12-02,2719}
32169,"Kosztorysant",2000-02-20,10974.79,2000-04-15,1623}
32170,"Project Manager",1985-07-21,5331.91,1985-11-08,223}
32171,"Pracownik biurowy",2012-07-28,8555.38,2012-09-28,1486}
32172,"Inżynier Budowy",2012-12-10,10055.35,2013-01-06,2874}
32173,"Architekt wnętrz / krajobrazu",1970-05-05,1855.1,1970-09-01,2278}
32174,"Project Manager",1970-05-07,8872.11,1970-08-22,1904}
32175,"Specjalista ds. marketingu",1979-03-02,10463.4,1979-06-29,4766}
32176,"Specjalista ds. ochrony środowiska",1970-06-27,3841.06,1970-07-05,1783}
32177,"Product Manager",1989-03-27,2905.18,1989-04-27,1673}
32178,"Konstruktor",1981-10-19,2107.09,1982-01-01,3400}
32179,"Kierownik punktu sprzedaży",1999-08-15,2701.13,1999-09-18,1143}
32180,"Projektant IT",1997-04-06,7766.65,1997-04-27,2389}
32181,"Specjalista ds. transportu",2014-01-08,1681.1,2014-03-10,2041}
32182,"Specjalista ds. obsługi klienta",1974-04-27,2701.77,1974-06-20,697}
32183,"Grafik",1992-12-09,7569.19,1993-03-23,2516}
32184,"Programista",2011-02-08,7691.82,2011-06-04,1008}
32185,"Kierownik Magazynu",1993-06-27,6748.77,1993-08-09,4520}
32186,"Specjalista ds. marketingu",2017-10-01,11446.65,2017-10-05,591}
32187,"Farmaceuta",1999-12-26,4476.88,2000-02-01,3134}
32188,"Programista baz danych",2004-07-02,10862.61,2004-07-26,1551}
32189,"Pełnomocnik ds. Jakości",2012-12-12,11325.9,2013-01-13,3854}
32190,"Specjalista ds. ochrony środowiska",2014-10-09,11240.88,2014-12-06,2545}
32191,"Automatyk",1986-07-01,2209.61,1986-07-10,671}
32192,"Doradca finansowy",2008-05-12,11495.59,2008-07-17,843}
32193,"Pedagog",2003-05-23,7486.24,2003-07-05,4358}
32194,"Koordynator robót budowlanych",1977-10-22,5534.78,1978-01-07,247}
32195,"Kierownik punktu sprzedaży",2005-05-28,10037.62,2005-07-13,2435}
32196,"Adwokat",1984-01-11,7463.69,1984-01-30,3544}
32197,"Specjalista ds. dostaw",2006-10-11,3042.48,2006-11-05,2185}
32198,"Kierownik punktu sprzedaży",1975-12-15,8679.88,1976-04-10,2060}
32199,"Inżynier Budowy",1977-02-07,1601.3,1977-03-23,2783}
32200,"Specjalista ds. turystyki",1986-09-02,4663.78,1986-12-31,523}
32201,"Grafik",1990-10-21,9591.81,1991-01-22,409}
32202,"Specjalista ds. zakupów",2003-04-04,8921.91,2003-07-25,462}
32203,"Konsultant ds. Wdrożeń",2004-11-14,8606.77,2004-12-16,3784}
32204,"Dyrektor ds. Personalnych",1998-08-22,7891.95,1998-11-15,4804}
32205,"Copywriter",1995-01-04,3225.35,1995-03-15,2175}
32206,"Urzędnik państwowy",1998-11-27,2955.61,1998-12-30,3689}
32207,"Urzędnik państwowy",2004-07-03,3860.05,2004-08-15,1204}
32208,"Przedstawiciel medyczny",2001-12-25,11052.96,2002-04-15,3939}
32209,"Project Manager",2015-07-07,10461.07,2015-09-15,357}
32210,"Administrator danych osobowych",2013-05-04,10225.23,2013-08-28,3375}
32211,"Księgowa",1993-03-19,4201.62,1993-05-05,4698}
32212,"Księgowa",1972-10-18,9997.16,1973-01-24,1722}
32213,"Przedstawiciel handlowy",1971-08-03,3433.27,1971-10-11,4838}
32214,"Inżynier utrzymania ruchu",2005-10-01,9687.36,2006-01-13,945}
32215,"Projektant wzornictwa",2006-03-15,7926.55,2006-06-23,4705}
32216,"Kosztorysant",1999-02-01,1958.74,1999-03-16,2692}
32217,"Automatyk",1972-06-02,5211.65,1972-06-08,4615}
32218,"Koordynator robót budowlanych",1978-07-01,2029.47,1978-08-01,4741}
32219,"Pracownik biurowy",2011-04-10,3982.1,2011-06-06,4216}
32220,"Specjalista ds. turystyki",1971-04-08,3684.79,1971-06-06,3865}
32221,"Pracownik biurowy",2003-10-24,10544.14,2003-11-17,929}
32222,"Dyrektor ds. Finansowych",2014-12-12,7322.41,2015-04-09,4912}
32223,"Geodeta",2010-11-10,3129.28,2011-03-01,3866}
32224,"Dyrektor ds. Personalnych",2010-12-18,7091.17,2011-02-21,4061}
32225,"Recepcjonistka",1975-09-13,8603.18,1975-11-30,1280}
32226,"Telemarketer",2013-11-20,3487.21,2014-02-21,2972}
32227,"Ekonomista",1980-12-24,6223.31,1981-02-02,3831}
32228,"Pedagog",2003-07-12,10948.66,2003-07-22,376}
32229,"Kierownik Magazynu",2008-02-16,3093.58,2008-05-16,3553}
32230,"Księgowa",1981-05-07,8217.04,1981-06-11,2404}
32231,"Laborant",2007-05-22,11071.84,2007-06-13,2893}
32232,"Kosztorysant",1985-04-03,7028.45,1985-06-30,3381}
32233,"Pracownik socjalny",2002-09-17,9923.71,2002-10-06,2140}
32234,"Urzędnik państwowy",2011-07-15,7678.25,2011-07-31,1769}
32235,"Pracownik socjalny",2006-07-08,4910.01,2006-10-02,3566}
32236,"Kosztorysant",1978-06-03,10885.3,1978-08-26,1910}
32237,"Księgowa",2010-03-11,7376.02,2010-05-05,4733}
32238,"Inżynier utrzymania ruchu",2008-09-04,10432.34,2008-10-28,3792}
32239,"Inżynier ds. Wdrażania Produkcji",1981-06-06,11286.76,1981-09-28,3184}
32240,"Specjalista ds. turystyki",2004-03-02,5677.8,2004-05-14,1447}
32241,"Dyrektor ds. Personalnych",1977-05-28,4032.28,1977-08-27,4529}
32242,"Kurator sądowy",2011-02-09,3584.67,2011-05-06,3981}
32243,"Pedagog",2000-01-02,5284.86,2000-04-21,362}
32244,"Pilot wycieczek",1987-06-09,1941.69,1987-07-18,3487}
32245,"Specjalista ds. funduszy unijnych",1980-12-09,7213.65,1981-03-06,2412}
32246,"Pracownik biurowy",2009-04-18,2148.32,2009-08-12,1346}
32247,"Dyrektor ds. Sprzedaży",1990-12-25,1743.59,1991-03-26,1670}
32248,"Pedagog",1992-01-25,10171.07,1992-03-05,3479}
32249,"Administrator",1980-03-13,8741.32,1980-04-04,3701}
32250,"Pełnomocnik ds. Jakości",1976-04-23,9848.86,1976-07-19,4459}
32251,"Specjalista ds. windykacji",1991-06-04,9324.83,1991-09-08,2860}
32252,"Technolog",1978-10-16,7984.33,1978-10-26,4663}
32253,"Kosztorysant",1975-03-14,6612.47,1975-04-09,2831}
32254,"Specjalista ds. ochrony środowiska",2011-01-13,3932.02,2011-02-13,3028}
32255,"Inżynier Budowy",1975-08-22,7384.66,1975-10-08,1767}
32256,"Geodeta",2015-09-10,5276.3,2015-09-11,3584}
32257,"Specjalista ds. zakupów",1987-08-16,6417.89,1987-11-01,4359}
